CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,Open_Year,Open_Month,Open_Day,Open_Hour,Open_Weekday
SUB000455,subapplication,Web Based Application,WBS000073,IM0030168,Closed,4,4,4.0,0.197813496,incident,KM0001728,closed,0.0,2014-01-22 12:27:00,2014-01-22 15:30:00,2014-01-22 15:30:00,3035833333.0,Data,1.0,SD0091475,2014,1,22,12,2
ADB000010,database,Database,WBS000239,IM0030169,Closed,3,3,3.0,0.885088682,incident,KM0000940,closed,2.0,2014-01-22 09:38:00,2014-01-23 10:08:00,2014-01-23 10:08:00,1099861111.0,User error,1.0,SD0091205,2014,1,22,9,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030170,Closed,4,4,4.0,0.37749464,incident,KM0000748,closed,0.0,2014-01-22 09:43:00,2014-01-22 09:58:00,2014-01-22 09:58:00,259722222.0,Software,1.0,SD0091210,2014,1,22,9,2
WBA000145,application,Web Based Application,WBS000318,IM0030171,Closed,4,4,4.0,0.963629705,incident,KM0001418,closed,0.0,2014-01-22 09:52:00,2014-01-22 10:23:00,2014-01-22 10:23:00,526111111.0,No error - works as designed,1.0,SD0091223,2014,1,22,9,2
LAP000002,computer,Laptop,WBS000091,IM0030172,Closed,5,5,5.0,0.281469489,incident,KM0001444,closed,0.0,2014-01-22 09:53:00,2014-01-22 10:54:00,2014-01-22 10:55:00,7777778.0,Software,1.0,SD0091222,2014,1,22,9,2
SUB000521,subapplication,Web Based Application,WBS000073,IM0030173,Closed,4,4,4.0,0.710171795,incident,KM0000813,closed,1.0,2014-01-22 09:56:00,2014-02-03 16:44:00,2014-02-03 16:44:00,9069083333.0,User error,2.0,#MULTIVALUE,2014,1,22,9,2
WBA000022,application,Web Based Application,WBS000025,IM0030174,Closed,5,5,5.0,0.522293152,request for information,KM0001569,closed,1.0,2014-01-22 09:56:00,2014-01-27 08:29:00,2014-01-27 08:29:00,30055.0,Other,1.0,SD0091233,2014,1,22,9,2
SBA000462,application,Server Based Application,WBS000073,IM0030175,Closed,4,4,4.0,0.485035443,incident,KM0001366,closed,0.0,2014-01-22 10:00:00,2014-01-22 14:53:00,2014-01-22 14:53:00,3885555556.0,Operator error,1.0,SD0091226,2014,1,22,10,2
WBA000058,application,Web Based Application,WBS000073,IM0030176,Closed,5,5,5.0,0.005837963,incident,KM0001876,closed,1.0,2014-01-22 10:02:00,2014-01-22 13:57:00,2014-01-22 13:57:00,3922777778.0,Other,1.0,SD0091230,2014,1,22,10,2
CBA000014,application,Client Based Application,WBS000073,IM0030178,Closed,4,4,4.0,0.987621736,incident,KM0001346,closed,2.0,2014-01-22 10:09:00,2014-01-23 10:51:00,2014-01-23 10:51:00,1120055556.0,Data,1.0,SD0091245,2014,1,22,10,2
SBA000624,application,Server Based Application,WBS000256,IM0030179,Closed,4,4,4.0,0.220143267,incident,KM0000601,closed,0.0,2014-01-22 10:09:00,2014-01-27 16:26:00,2014-01-27 16:26:00,1794194444.0,Software,1.0,SD0091237,2014,1,22,10,2
SBA000462,application,Server Based Application,WBS000073,IM0030180,Closed,4,4,4.0,0.248647337,incident,KM0001402,closed,12.0,2014-01-22 10:10:00,2014-02-13 16:21:00,2014-02-13 16:21:00,6775833333.0,Other,2.0,#MULTIVALUE,2014,1,22,10,2
SUB000424,subapplication,Web Based Application,WBS000073,IM0030182,Closed,4,4,4.0,0.80771895,incident,KM0000702,closed,0.0,2014-01-22 10:12:00,2014-01-22 15:17:00,2014-01-22 15:17:00,5081111111.0,Software,1.0,SD0091239,2014,1,22,10,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030183,Closed,4,4,4.0,0.973133458,incident,KM0002041,closed,0.0,2014-01-22 10:14:00,2014-01-22 13:42:00,2014-01-22 13:42:00,3465555556.0,Software,1.0,SD0091253,2014,1,22,10,2
SBA000462,application,Server Based Application,WBS000073,IM0030184,Closed,4,4,4.0,0.346252702,incident,KM0001828,closed,0.0,2014-01-22 10:19:00,2014-01-22 14:04:00,2014-01-22 14:04:00,3755277778.0,Software,1.0,SD0091254,2014,1,22,10,2
SBA000439,application,Server Based Application,WBS000219,IM0030185,Closed,5,5,5.0,0.829925277,request for information,KM0001854,closed,0.0,2014-01-22 10:21:00,2014-01-22 14:40:00,2014-01-22 14:40:00,3974166667.0,Software,1.0,SD0091247,2014,1,22,10,2
WBA000133,application,Web Based Application,WBS000073,IM0030186,Closed,5,5,5.0,0.427654283,incident,KM0001157,closed,1.0,2014-01-22 10:25:00,2014-01-23 15:36:00,2014-01-23 15:36:00,1568305556.0,No error - works as designed,1.0,SD0091251,2014,1,22,10,2
DTA000057,application,Desktop Application,WBS000094,IM0030187,Closed,5,5,5.0,0.010967754,incident,KM0001205,closed,0.0,2014-01-22 10:39:00,2014-01-22 13:50:00,2014-01-22 13:50:00,3181388889.0,No error - works as designed,1.0,SD0091274,2014,1,22,10,2
SBA000462,application,Server Based Application,WBS000073,IM0030188,Closed,4,4,4.0,0.682169424,incident,KM0001364,closed,0.0,2014-01-22 10:39:00,2014-01-22 13:31:00,2014-01-22 13:31:00,2353888889.0,Other,3.0,#MULTIVALUE,2014,1,22,10,2
SBA000427,application,Server Based Application,WBS000307,IM0030189,Closed,3,3,3.0,0.861720838,incident,KM0001350,closed,0.0,2014-01-22 10:40:00,2014-01-23 09:51:00,2014-01-23 09:51:00,345833333.0,Data,1.0,SD0091278,2014,1,22,10,2
DTA000057,application,Desktop Application,WBS000094,IM0030190,Closed,4,4,4.0,0.993272083,incident,KM0000539,closed,0.0,2014-01-22 10:41:00,2014-01-22 11:35:00,2014-01-22 11:35:00,897777778.0,No error - works as designed,1.0,SD0091270,2014,1,22,10,2
SUB000479,subapplication,Web Based Application,WBS000015,IM0030191,Closed,4,4,4.0,0.69797029,incident,KM0000453,closed,2.0,2014-01-22 10:48:00,2014-01-28 13:21:00,2014-01-28 13:24:00,1634166667.0,Other,1.0,SD0091276,2014,1,22,10,2
WBA000144,application,Web Based Application,WBS000318,IM0030192,Closed,4,4,4.0,0.737942571,incident,KM0000846,closed,0.0,2014-01-22 10:52:00,2014-01-23 10:22:00,2014-01-23 10:22:00,1000083333.0,No error - works as designed,1.0,SD0091279,2014,1,22,10,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030193,Closed,4,4,4.0,0.366724027,incident,KM0000767,closed,1.0,2014-01-22 10:55:00,2014-02-05 08:14:00,2014-02-05 08:14:00,1409333333.0,Unknown,1.0,SD0091281,2014,1,22,10,2
LAP000017,computer,Laptop,WBS000091,IM0030194,Closed,5,5,5.0,0.355198549,incident,KM0001444,closed,1.0,2014-01-22 10:56:00,2014-01-23 13:30:00,2014-01-23 13:30:00,1145527778.0,Hardware,1.0,SD0091286,2014,1,22,10,2
SSW000068,software,System Software,WBS000089,IM0030195,Closed,4,4,4.0,0.334353215,incident,KM0000197,closed,6.0,2014-01-22 10:57:00,2014-02-10 10:16:00,2014-02-10 10:17:00,3625166667.0,Other,1.0,SD0091287,2014,1,22,10,2
SUB000433,subapplication,Web Based Application,WBS000073,IM0030196,Closed,4,4,4.0,0.640492748,incident,KM0000791,closed,2.0,2014-01-22 11:01:00,2014-02-05 13:57:00,2014-02-05 13:58:00,36645.0,Software,1.0,SD0091266,2014,1,22,11,2
WBA000058,application,Web Based Application,WBS000073,IM0030197,Closed,4,4,4.0,0.205282741,incident,KM0002043,closed,0.0,2014-01-22 11:02:00,2014-01-22 11:57:00,2014-01-22 11:57:00,928611111.0,Software,1.0,SD0091513,2014,1,22,11,2
SBA000154,application,Server Based Application,WBS000027,IM0030198,Closed,4,4,4.0,0.056879129,incident,KM0000156,closed,1.0,2014-01-22 11:08:00,2014-01-31 11:58:00,2014-01-31 11:58:00,1258944444.0,User error,2.0,#MULTIVALUE,2014,1,22,11,2
SBA000773,application,Server Based Application,WBS000285,IM0030199,Closed,3,3,3.0,0.669928539,incident,KM0000925,closed,0.0,2014-01-22 11:09:00,2014-01-24 14:56:00,2014-01-24 14:56:00,2479166667.0,Software,1.0,SD0091288,2014,1,22,11,2
SBA000462,application,Server Based Application,WBS000073,IM0030200,Closed,4,4,4.0,0.890028254,incident,KM0001364,closed,0.0,2014-01-22 11:12:00,2014-01-22 12:01:00,2014-01-22 12:01:00,805555556.0,Software,1.0,SD0091520,2014,1,22,11,2
SBA000782,application,Server Based Application,WBS000043,IM0030201,Closed,5,5,5.0,0.118711038,incident,KM0000217,closed,0.0,2014-01-22 11:14:00,2014-01-22 12:27:00,2014-01-22 12:27:00,443888889.0,Other,1.0,SD0091525,2014,1,22,11,2
SUB000443,subapplication,Web Based Application,WBS000125,IM0030202,Closed,5,5,5.0,0.445471731,incident,KM0001158,closed,0.0,2014-01-22 11:15:00,2014-01-22 11:54:00,2014-01-22 11:54:00,651944444.0,No error - works as designed,1.0,SD0091523,2014,1,22,11,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030203,Closed,4,4,4.0,0.099242494,incident,KM0002041,closed,0.0,2014-01-22 11:18:00,2014-01-22 11:44:00,2014-01-22 11:44:00,434444444.0,Software,1.0,SD0091526,2014,1,22,11,2
SBA000017,application,Server Based Application,WBS000099,IM0030204,Closed,3,3,3.0,0.34848143,incident,KM0000480,closed,3.0,2014-01-22 11:23:00,2014-02-03 14:00:00,2014-02-03 14:01:00,9398333333.0,Unknown,1.0,SD0091532,2014,1,22,11,2
LAP000012,computer,Laptop,WBS000091,IM0030205,Closed,5,5,5.0,0.326058076,incident,KM0001447,closed,0.0,2014-01-22 11:31:00,2014-01-24 08:42:00,2014-01-24 08:42:00,1819111111.0,Hardware,1.0,SD0091542,2014,1,22,11,2
DTA000057,application,Desktop Application,WBS000094,IM0030206,Closed,5,5,5.0,0.819500876,incident,KM0001655,closed,0.0,2014-01-22 11:37:00,2014-01-23 15:30:00,2014-01-23 15:30:00,1438555556.0,Software,1.0,SD0091511,2014,1,22,11,2
WBA000133,application,Web Based Application,WBS000073,IM0030207,Closed,5,5,5.0,0.654492865,incident,KM0001931,closed,0.0,2014-01-22 11:43:00,2014-01-24 09:44:00,2014-01-24 09:44:00,1901083333.0,No error - works as designed,1.0,SD0091550,2014,1,22,11,2
DCE000077,hardware,DataCenterEquipment,WBS000267,IM0030208,Closed,3,3,3.0,0.892170388,incident,KM0000182,closed,0.0,2014-01-22 11:45:00,2014-01-23 14:59:00,2014-01-23 14:59:00,503333333.0,Other,1.0,SD0091553,2014,1,22,11,2
LAP000019,computer,Laptop,WBS000091,IM0030209,Closed,5,5,5.0,0.56200617,incident,KM0000315,closed,1.0,2014-01-22 11:47:00,2014-01-23 09:35:00,2014-01-23 09:35:00,8304444444.0,Hardware,1.0,SD0091556,2014,1,22,11,2
LAP000828,computer,Laptop,WBS000091,IM0030210,Closed,4,4,4.0,0.533075763,incident,KM0000966,closed,0.0,2014-01-22 11:47:00,2014-01-29 16:18:00,2014-01-29 16:18:00,9166667.0,Other,1.0,SD0091551,2014,1,22,11,2
SBA000609,application,Server Based Application,WBS000263,IM0030211,Closed,5,5,5.0,0.379234421,request for information,KM0001825,closed,2.0,2014-01-22 11:51:00,2014-03-05 14:48:00,2014-03-05 14:49:00,3179591667.0,Other,1.0,SD0091560,2014,1,22,11,2
SBA000462,application,Server Based Application,WBS000073,IM0030212,Closed,4,4,4.0,0.584803941,incident,KM0001364,closed,0.0,2014-01-22 11:59:00,2014-01-22 12:10:00,2014-01-22 12:11:00,185.0,Software,1.0,SD0091568,2014,1,22,11,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030213,Closed,4,4,4.0,0.476346653,incident,KM0001147,closed,0.0,2014-01-22 12:00:00,2014-01-22 12:06:00,2014-01-22 12:06:00,105833333.0,Software,1.0,SD0091567,2014,1,22,12,2
DTA000057,application,Desktop Application,WBS000094,IM0030214,Closed,5,5,5.0,0.226663295,incident,KM0001655,closed,0.0,2014-01-22 12:04:00,2014-01-23 14:17:00,2014-01-23 14:17:00,1272083333.0,Software,1.0,SD0091558,2014,1,22,12,2
WBA000058,application,Web Based Application,WBS000073,IM0030215,Closed,4,4,4.0,0.530464575,incident,KM0002043,closed,0.0,2014-01-22 12:08:00,2014-01-22 13:43:00,2014-01-22 13:43:00,1579166667.0,Software,1.0,SD0091576,2014,1,22,12,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030216,Closed,4,4,4.0,0.026532236,incident,KM0000738,closed,0.0,2014-01-22 11:46:00,2014-01-22 12:14:00,2014-01-22 12:14:00,469166667.0,Operator error,1.0,SD0091387,2014,1,22,11,2
SBA000439,application,Server Based Application,WBS000219,IM0030217,Closed,5,5,5.0,0.480552414,incident,KM0002083,closed,0.0,2014-01-22 11:47:00,2014-01-23 14:22:00,2014-01-23 14:22:00,1308555556.0,User error,1.0,SD0091388,2014,1,22,11,2
DTA000031,application,Desktop Application,WBS000111,IM0030218,Closed,5,5,5.0,0.133289372,incident,KM0002029,closed,0.0,2014-01-22 11:55:00,2014-01-24 07:20:00,2014-01-24 07:20:00,1658277778.0,Hardware,1.0,SD0091391,2014,1,22,11,2
WBA000058,application,Web Based Application,WBS000073,IM0030219,Closed,4,4,4.0,0.037343877,incident,KM0000819,closed,0.0,2014-01-22 12:02:00,2014-01-23 14:06:00,2014-01-23 14:06:00,285.0,Software,1.0,SD0091394,2014,1,22,12,2
WBA000011,application,Web Based Application,WBS000152,IM0030220,Closed,5,5,5.0,0.26216118,incident,KM0000075,closed,2.0,2014-01-22 12:18:00,2014-01-24 10:58:00,2014-01-24 11:00:00,4562222222.0,Software,1.0,SD0091398,2014,1,22,12,2
DTA000025,application,Desktop Application,WBS000110,IM0030221,Closed,4,4,4.0,0.689337154,incident,KM0000833,closed,0.0,2014-01-22 12:24:00,2014-01-23 09:15:00,2014-01-23 09:15:00,2340833333.0,No error - works as designed,1.0,SD0091404,2014,1,22,12,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030222,Closed,4,4,4.0,0.605479853,incident,KM0000738,closed,0.0,2014-01-22 12:34:00,2014-01-23 10:06:00,2014-01-23 10:06:00,8033055556.0,Software,1.0,SD0091408,2014,1,22,12,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030223,Closed,4,4,4.0,0.177062827,incident,KM0000738,closed,0.0,2014-01-22 12:35:00,2014-01-23 10:12:00,2014-01-23 10:13:00,8131388889.0,Software,1.0,SD0091406,2014,1,22,12,2
DTA000056,application,Desktop Application,WBS000091,IM0030224,Closed,3,3,3.0,0.56196884,incident,KM0001012,closed,1.0,2014-01-22 12:36:00,2014-01-22 14:03:00,2014-01-22 14:04:00,1466388889.0,Other,1.0,SD0091407,2014,1,22,12,2
SUB000523,subapplication,Web Based Application,WBS000073,IM0030225,Closed,4,4,4.0,0.340612275,incident,KM0000818,closed,0.0,2014-01-22 12:42:00,2014-01-22 14:04:00,2014-01-22 14:04:00,13575.0,Other,1.0,SD0091409,2014,1,22,12,2
SBA000689,application,Server Based Application,WBS000228,IM0030226,Closed,5,5,5.0,0.386274432,request for information,KM0000656,closed,0.0,2014-01-22 13:21:00,,2014-01-22 13:30:00,146388889.0,Software,1.0,SD0091421,2014,1,22,13,2
SBA000462,application,Server Based Application,WBS000073,IM0030227,Closed,4,4,4.0,0.945531343,incident,KM0001363,closed,0.0,2014-01-22 13:44:00,2014-01-22 14:50:00,2014-01-22 14:50:00,1106388889.0,No error - works as designed,1.0,SD0091745,2014,1,22,13,2
SUB000424,subapplication,Web Based Application,WBS000073,IM0030228,Closed,5,5,5.0,0.199402083,incident,KM0000703,closed,0.0,2014-01-22 13:57:00,2014-01-22 14:09:00,2014-01-22 14:09:00,203055556.0,Software,1.0,SD0091757,2014,1,22,13,2
SUB000424,subapplication,Web Based Application,WBS000073,IM0030229,Closed,5,5,5.0,0.036973616,incident,KM0000703,closed,0.0,2014-01-22 13:58:00,2014-01-22 14:59:00,2014-01-22 14:59:00,1023888889.0,Software,1.0,SD0091743,2014,1,22,13,2
SUB000424,subapplication,Web Based Application,WBS000073,IM0030230,Closed,5,5,5.0,0.213575353,incident,KM0000703,closed,0.0,2014-01-22 13:58:00,2014-01-22 15:02:00,2014-01-22 15:02:00,469444444.0,Operator error,1.0,SD0091752,2014,1,22,13,2
SUB000424,subapplication,Web Based Application,WBS000073,IM0030231,Closed,5,5,5.0,0.991482508,incident,KM0000703,closed,0.0,2014-01-22 13:58:00,2014-01-22 14:20:00,2014-01-22 14:20:00,371388889.0,Software,1.0,SD0091747,2014,1,22,13,2
SUB000424,subapplication,Web Based Application,WBS000073,IM0030232,Closed,5,5,5.0,0.822521351,incident,KM0000703,closed,0.0,2014-01-22 13:58:00,2014-01-22 14:22:00,2014-01-22 14:22:00,268888889.0,Software,1.0,SD0091751,2014,1,22,13,2
SBA000017,application,Server Based Application,WBS000099,IM0030233,Closed,4,4,4.0,0.622184057,incident,KM0002005,closed,0.0,2014-01-22 14:08:00,2014-01-23 10:01:00,2014-01-23 10:02:00,6398055556.0,User error,1.0,SD0091760,2014,1,22,14,2
SBA000451,application,Server Based Application,WBS000073,IM0030234,Closed,4,4,4.0,0.405612328,incident,KM0002044,closed,0.0,2014-01-22 14:14:00,2014-01-22 15:04:00,2014-01-22 15:04:00,836944444.0,No error - works as designed,1.0,SD0091763,2014,1,22,14,2
SBA000182,application,Server Based Application,WBS000311,IM0030235,Closed,3,3,3.0,0.00564584,incident,KM0001274,closed,0.0,2014-01-22 14:15:00,2014-01-28 12:06:00,2014-01-28 12:06:00,3984666667.0,Other,1.0,SD0091762,2014,1,22,14,2
WBA000058,application,Web Based Application,WBS000073,IM0030236,Closed,4,4,4.0,0.523820517,incident,KM0002043,closed,0.0,2014-01-22 14:20:00,2014-01-22 15:01:00,2014-01-22 15:01:00,695833333.0,Software,1.0,SD0091765,2014,1,22,14,2
WBA000058,application,Web Based Application,WBS000073,IM0030237,Closed,4,4,4.0,0.951131431,incident,KM0002043,closed,0.0,2014-01-22 14:25:00,2014-01-22 15:01:00,2014-01-22 15:01:00,601388889.0,Software,1.0,SD0091769,2014,1,22,14,2
SBA000462,application,Server Based Application,WBS000073,IM0030238,Closed,4,4,4.0,0.128267214,incident,KM0001765,closed,0.0,2014-01-22 14:33:00,2014-01-22 15:22:00,2014-01-22 15:22:00,82.0,Operator error,1.0,SD0091773,2014,1,22,14,2
DTA000023,application,Desktop Application,WBS000092,IM0030239,Closed,4,4,4.0,0.612322981,incident,KM0001306,closed,4.0,2014-01-22 14:37:00,2014-01-28 12:34:00,2014-01-28 12:34:00,1982194444.0,Software,1.0,SD0091775,2014,1,22,14,2
SBA000609,application,Server Based Application,WBS000263,IM0030240,Closed,5,5,5.0,0.335091175,request for information,KM0001825,closed,1.0,2014-01-22 14:48:00,2014-01-23 17:04:00,2014-01-23 17:04:00,1276083333.0,Inquiry,1.0,SD0091784,2014,1,22,14,2
WBA000022,application,Web Based Application,WBS000025,IM0030241,Closed,5,5,5.0,0.77570322,request for information,KM0001569,closed,1.0,2014-01-22 14:49:00,2014-01-27 08:29:00,2014-01-27 08:29:00,2516388889.0,Other,1.0,SD0091785,2014,1,22,14,2
SBA000458,application,Server Based Application,WBS000073,IM0030242,Closed,5,5,5.0,0.551136883,request for information,KM0001539,closed,1.0,2014-01-22 14:50:00,2014-01-23 09:59:00,2014-01-23 09:59:00,5650833333.0,Software,1.0,SD0091782,2014,1,22,14,2
SBA000689,application,Server Based Application,WBS000228,IM0030243,Closed,5,5,5.0,0.150498413,request for information,KM0000656,closed,0.0,2014-01-22 14:56:00,2014-01-22 15:24:00,2014-01-22 15:24:00,456944444.0,No error - works as designed,1.0,SD0091788,2014,1,22,14,2
SBA000834,application,Server Based Application,WBS000223,IM0030244,Closed,4,4,4.0,0.448884833,incident,KM0000979,closed,2.0,2014-01-22 14:56:00,2014-02-10 16:18:00,2014-02-10 16:18:00,1378530556.0,Other,1.0,SD0091783,2014,1,22,14,2
SUB000113,subapplication,Server Based Application,WBS000095,IM0030245,Closed,5,5,5.0,0.52185245,request for information,KM0000226,closed,0.0,2014-01-22 15:01:00,2014-01-22 18:09:00,2014-01-22 18:09:00,2983055556.0,Data,1.0,SD0091786,2014,1,22,15,2
SUB000443,subapplication,Web Based Application,WBS000125,IM0030246,Closed,5,5,5.0,0.042500903,incident,KM0001158,closed,0.0,2014-01-22 15:10:00,2014-01-22 15:46:00,2014-01-22 15:46:00,598611111.0,No error - works as designed,1.0,SD0091791,2014,1,22,15,2
WBA000011,application,Web Based Application,WBS000152,IM0030247,Closed,5,5,5.0,0.811484292,incident,KM0000081,closed,0.0,2014-01-22 15:20:00,2014-01-22 15:54:00,2014-01-22 15:55:00,583611111.0,Software,1.0,SD0091796,2014,1,22,15,2
SBA000462,application,Server Based Application,WBS000073,IM0030248,Closed,4,4,4.0,0.33609654,incident,KM0001765,closed,0.0,2014-01-22 15:30:00,2014-01-22 15:50:00,2014-01-22 15:50:00,336944444.0,Software,1.0,SD0091802,2014,1,22,15,2
WBA000103,application,Web Based Application,WBS000073,IM0030249,Closed,5,5,5.0,0.274211902,incident,KM0000784,closed,1.0,2014-01-22 15:45:00,2014-01-23 13:26:00,2014-01-23 13:26:00,8189444444.0,Operator error,1.0,SD0091807,2014,1,22,15,2
LAP000007,computer,Laptop,WBS000091,IM0030250,Closed,5,5,5.0,0.147293742,incident,KM0001444,closed,1.0,2014-01-22 15:45:00,2014-01-24 08:23:00,2014-01-24 08:23:00,1363777778.0,Hardware,1.0,SD0091809,2014,1,22,15,2
SBA000462,application,Server Based Application,WBS000073,IM0030251,Closed,4,4,4.0,0.492631149,incident,KM0001865,closed,0.0,2014-01-22 15:46:00,2014-01-23 12:01:00,2014-01-23 12:01:00,2735555556.0,Operator error,1.0,SD0091805,2014,1,22,15,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030252,Closed,4,4,4.0,0.388936094,incident,KM0002041,closed,0.0,2014-01-22 12:22:00,2014-01-22 13:42:00,2014-01-22 13:43:00,1344722222.0,Software,1.0,SD0091585,2014,1,22,12,2
STA000045,application,Standard Application,WBS000115,IM0030253,Closed,5,5,5.0,0.983785802,request for information,KM0001317,closed,0.0,2014-01-22 12:26:00,2014-01-23 13:01:00,2014-01-23 13:01:00,973333333.0,No error - works as designed,1.0,SD0091584,2014,1,22,12,2
DTA000056,application,Desktop Application,WBS000091,IM0030254,Closed,3,3,3.0,0.131097691,incident,KM0001012,closed,0.0,2014-01-22 12:27:00,2014-01-23 08:59:00,2014-01-23 08:59:00,5391388889.0,Software,2.0,#MULTIVALUE,2014,1,22,12,2
SUB000465,subapplication,Web Based Application,WBS000073,IM0030255,Closed,4,4,4.0,0.1737413,incident,KM0002229,closed,5.0,2014-01-22 12:33:00,2014-02-05 14:03:00,2014-02-05 14:04:00,3569833333.0,User manual not used,1.0,SD0091582,2014,1,22,12,2
WBA000133,application,Web Based Application,WBS000073,IM0030256,Closed,5,5,5.0,0.330735649,incident,KM0000794,closed,0.0,2014-01-22 12:39:00,2014-01-23 12:51:00,2014-01-23 12:51:00,1068861111.0,Other,1.0,SD0091590,2014,1,22,12,2
WBA000058,application,Web Based Application,WBS000073,IM0030257,Closed,4,4,4.0,0.688653145,incident,KM0001685,closed,0.0,2014-01-22 12:43:00,2014-01-22 13:37:00,2014-01-22 13:37:00,907777778.0,Software,1.0,SD0091662,2014,1,22,12,2
SBA000805,application,Server Based Application,WBS000016,IM0030258,Closed,3,3,3.0,0.544669484,incident,KM0000938,closed,0.0,2014-01-22 12:49:00,2014-01-22 12:51:00,2014-01-22 12:51:00,19166667.0,Hardware,1.0,SD0091666,2014,1,22,12,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030259,Closed,4,4,4.0,0.991597549,incident,KM0001736,closed,0.0,2014-01-22 12:59:00,2014-01-28 16:43:00,2014-01-28 16:44:00,2336388889.0,User error,3.0,#MULTIVALUE,2014,1,22,12,2
DTA000189,application,Desktop Application,WBS000092,IM0030260,Closed,4,4,4.0,0.375596085,incident,KM0000460,closed,0.0,2014-01-22 13:04:00,2014-01-27 09:18:00,2014-01-27 09:19:00,1887305556.0,Software,1.0,SD0091667,2014,1,22,13,2
SBA000427,application,Server Based Application,WBS000307,IM0030261,Closed,4,4,4.0,0.115933874,incident,KM0001859,closed,0.0,2014-01-22 13:08:00,2014-01-22 13:47:00,2014-01-22 13:47:00,659722222.0,User error,1.0,SD0091676,2014,1,22,13,2
DTA000048,application,Desktop Application,WBS000218,IM0030262,Closed,4,4,4.0,0.417284293,incident,KM0001425,closed,0.0,2014-01-22 13:14:00,2014-01-23 09:06:00,2014-01-23 09:06:00,1248888889.0,Software,1.0,SD0091679,2014,1,22,13,2
WBA000022,application,Web Based Application,WBS000025,IM0030263,Closed,5,5,5.0,0.069336451,request for information,KM0001569,closed,0.0,2014-01-22 13:20:00,2014-01-22 14:16:00,2014-01-22 14:16:00,937777778.0,Other,1.0,SD0091684,2014,1,22,13,2
SBA000689,application,Server Based Application,WBS000228,IM0030264,Closed,5,5,5.0,0.120215949,request for information,KM0000656,closed,0.0,2014-01-22 13:24:00,2014-01-22 13:32:00,2014-01-22 13:32:00,127777778.0,Software,1.0,SD0091686,2014,1,22,13,2
SBA000659,application,Server Based Application,WBS000255,IM0030265,Closed,4,4,4.0,0.985768713,incident,KM0002059,closed,0.0,2014-01-22 13:41:00,2014-01-22 14:33:00,2014-01-22 14:33:00,8575.0,Other,1.0,SD0091700,2014,1,22,13,2
SBA000061,application,Server Based Application,WBS000245,IM0030266,Closed,4,4,4.0,0.021185056,incident,KM0000672,closed,0.0,2014-01-22 13:55:00,2014-01-24 10:28:00,2014-01-24 10:28:00,1755111111.0,Other,1.0,SD0091704,2014,1,22,13,2
WBA000008,application,Web Based Application,WBS000167,IM0030267,Closed,5,5,5.0,0.456424132,incident,KM0000069,closed,4.0,2014-01-22 13:56:00,2014-02-10 10:57:00,2014-02-10 10:59:00,1335408333.0,Software,1.0,#N/B,2014,1,22,13,2
SUB000426,subapplication,Web Based Application,WBS000073,IM0030268,Closed,4,4,4.0,0.408317101,incident,KM0000707,closed,2.0,2014-01-22 14:03:00,2014-02-04 15:26:00,2014-02-04 15:26:00,2126916667.0,Other,1.0,SD0091713,2014,1,22,14,2
SUB000456,subapplication,Web Based Application,WBS000073,IM0030269,Closed,4,4,4.0,0.754205663,incident,KM0001096,closed,0.0,2014-01-22 14:05:00,2014-01-22 14:48:00,2014-01-22 14:48:00,709722222.0,Other,1.0,SD0091718,2014,1,22,14,2
CBD000864,computer,Banking Device,WBS000146,IM0030270,Closed,2,2,2.0,0.377375807,incident,KM0000274,closed,0.0,2014-01-22 14:06:00,,2014-01-23 12:58:00,2287527778.0,Other,1.0,SD0091715,2014,1,22,14,2
SUB000113,subapplication,Server Based Application,WBS000095,IM0030271,Closed,5,5,5.0,0.013210223,request for information,KM0000226,closed,0.0,2014-01-22 14:13:00,2014-01-22 16:21:00,2014-01-22 16:21:00,2139444444.0,Other,1.0,SD0091719,2014,1,22,14,2
WBA000133,application,Web Based Application,WBS000073,IM0030272,Closed,5,5,5.0,0.124740924,incident,KM0000794,closed,0.0,2014-01-22 14:14:00,2014-01-23 13:11:00,2014-01-23 13:11:00,94575.0,Other,1.0,SD0091721,2014,1,22,14,2
SBA000131,application,Server Based Application,WBS000023,IM0030273,Closed,3,4,3.0,0.801583336,incident,KM0000283,closed,0.0,2014-01-22 14:19:00,2014-01-22 14:58:00,2014-01-22 14:58:00,648611111.0,User error,1.0,SD0091727,2014,1,22,14,2
